index,budget,genres,homepage,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,cast,director,userId
337,92000000,Action Thriller,http://www.diehardmovie.com/,47964,bomb cia russia escape courthouse,en,A Good Day to Die Hard,65.402595,06-02-2013,304654182,98,Released,Yippee Ki-Yay Mother Russia,A Good Day to Die Hard,5.2,3493,Bruce Willis Jai Courtney Sebastian Koch Mary Elizabeth Winstead \u042e\u043b\u0438\u044f \u0421\u043d\u0438\u0433\u0438\u0440\u044c,John Moore,12
338,145000000,Western History War,,10733,texas officer uprising alamo mexican,en,The Alamo,10.660441,07-04-2004,25819961,137,Released,You will never forget,The Alamo,5.8,106,Dennis Quaid Billy Bob Thornton Jason Patric Patrick Wilson Emilio Echevarr\u00eda,John Lee Hancock,33
339,92000000,Action Adventure Animation Family,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,9806,secret identity secret hero island wretch,en,The Incredibles,77.817571,05-11-2004,631442092,115,Released,"No gut, no glory",The Incredibles,7.4,5152,Craig T. Nelson Holly Hunter Samuel L. Jackson Jason Lee Dominique Louis,Brad Bird,48
340,98000000,Action Adventure,,1408,exotic island treasure map ship scalp,en,Cutthroat Island,7.029308,22-12-1995,10017322,119,Released,The Course Has Been Set. There Is No Turning Back. Prepare Your Weapons. Summon Your Courage. Discover the Adventure of a Lifetime!,Cutthroat Island,5.7,136,Geena Davis Matthew Modine Frank Langella Maury Chaykin Patrick Malahide,Renny Harlin,11
341,95000000,Adventure Fantasy Family,,32657,monster greek mythology god poseidon \u00a0 lightning bolt,en,Percy Jackson & the Olympians: The Lightning Thief,61.121717,01-02-2010,226497209,118,Released,Worlds Collide,Percy Jackson & the Olympians: The Lightning Thief,6,2010,Logan Lerman Brandon T. Jackson Alexandra Daddario Jake Abel Sean Bean,Chris Columbus,33
342,90000000,Action Adventure Comedy Science Fiction,http://www.sonypictures.com/homevideo/meninblack/,607,secret identity sun glasses undercover space marine illegal immigration,en,Men in Black,104.121555,02-07-1997,589390539,98,Released,Protecting the Earth from the scum of the universe.,Men in Black,6.9,4412,Tommy Lee Jones Will Smith Linda Fiorentino Vincent D'Onofrio Rip Torn,Barry Sonnenfeld,2
343,90000000,Animation Comedy Family,http://toystory.disney.com/toy-story-2,863,museum prosecution identity crisis airplane flea market,en,Toy Story 2,73.575118,30-10-1999,497366869,92,Released,The toys are back!,Toy Story 2,7.3,3806,Tom Hanks Tim Allen Joan Cusack Kelsey Grammer Don Rickles,John Lasseter,29
344,100000000,Action Thriller,,44048,runaway train,en,Unstoppable,37.698465,04-11-2010,167805466,98,Released,"1,000,000 Tons. 100,000 Lives. 100 Minutes.",Unstoppable,6.3,1165,Denzel Washington Chris Pine Rosario Dawson Ethan Suplee Kevin Corrigan,Tony Scott,41
345,90000000,Action Comedy Crime Thriller,,,duringcreditsstinger,en,Rush Hour 2,35.814765,03-08-2001,347325802,90,Released,Get ready for a second Rush!,Rush Hour 2,6.4,1054,"Chris Tucker Jackie Chan Zhang Ziyi Roselyn S\u00e1nchez Ernie Reyes, Jr.",Brett Ratner,39
346,100000000,Drama Horror Mystery Thriller,,2655,secret haunted house ouija board haunting missing girl,en,What Lies Beneath,15.835672,21-07-2000,155464351,130,Released,He was the perfect husband until his one mistake followed them home.,What Lies Beneath,6.3,488,Harrison Ford Michelle Pfeiffer Diana Scarwid James Remar Miranda Otto,Robert Zemeckis,12
347,100000000,Animation Comedy Family,http://www.cloudywithachanceofmeatballs.com/,22794,weather food science,en,Cloudy with a Chance of Meatballs,46.781182,17-09-2009,242988466,90,Released,Prepare to get served.,Cloudy with a Chance of Meatballs,6.5,1747,Bill Hader Anna Faris James Caan Mr. T Benjamin Bratt,Phil Lord,40
348,90000000,Animation Comedy Family Adventure,http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs,8355,ice age bridge insanity jungle dinosaur,en,Ice Age: Dawn of the Dinosaurs,69.457898,29-06-2009,886686817,94,Released,You Won't Believe Your Ice!,Ice Age: Dawn of the Dinosaurs,6.5,2271,Ray Romano John Leguizamo Denis Leary Queen Latifah Simon Pegg,Carlos Saldanha,46
349,90000000,Adventure Comedy Drama Fantasy,,116745,himalaya photographer magazine iceland daydream,en,The Secret Life of Walter Mitty,43.348022,18-12-2013,188133322,114,Released,"Stop Dreaming, Start Living",The Secret Life of Walter Mitty,7,3144,Ben Stiller Kristen Wiig Patton Oswalt Shirley MacLaine Adam Scott,Ben Stiller,31
350,92000000,Action Adventure Comedy Crime Thriller,,4327,martial arts female friendship millionaire agent,en,Charlie's Angels,40.20395,02-11-2000,264105545,98,Released,Get Some Action,Charlie's Angels,5.6,1232,Cameron Diaz Lucy Liu Drew Barrymore Bill Murray John Forsythe,McG,7
351,90000000,Drama Thriller Crime,http://thedeparted.warnerbros.com/,1422,undercover boston police friends mafia,en,The Departed,63.429157,05-10-2006,289847354,151,Released,Lies. Betrayal. Sacrifice. How far will you take it?,The Departed,7.9,4339,Leonardo DiCaprio Matt Damon Jack Nicholson Mark Wahlberg Martin Sheen,Martin Scorsese,8
352,90000000,Animation Family Adventure,,10674,homeland musical training daughter cricket,en,Mulan,67.427755,18-06-1998,304320254,88,Released,"This time, the princess saves the prince.",Mulan,7.6,2008,Eddie Murphy Jackie Chan Ming-Na Wen Lea Salonga June Foray,Tony Bancroft,12
353,92000000,Action Comedy,http://www.tropicthunder.com/,7446,film making satire jungle movie star southeast asia,en,Tropic Thunder,43.192048,09-08-2008,188072649,107,Released,The movie they think they're making... isn't a movie anymore.,Tropic Thunder,6.5,1667,Ben Stiller Jack Black Robert Downey Jr. Nick Nolte Steve Coogan,Ben Stiller,11
354,90000000,Thriller Crime Mystery Drama,http://dragontattoo.com/,,rape journalist based on novel journalism hacker,en,The Girl with the Dragon Tattoo,47.651083,14-12-2011,232617430,158,Released,Evil shall with evil be expelled.,The Girl with the Dragon Tattoo,7.2,2434,Daniel Craig Rooney Mara Christopher Plummer Goran Visnjic Stellan Skarsg\u00e5rd,David Fincher,23
355,90000000,Action Thriller,,1572,bomb taxi riddle robbery detective,en,Die Hard: With a Vengeance,51.881077,19-05-1995,366101666,128,Released,Think fast. Look alive. Die hard.,Die Hard: With a Vengeance,6.9,2066,Bruce Willis Jeremy Irons Samuel L. Jackson Graham Greene Colleen Camp,John McTiernan,30
356,90000000,Action Adventure Crime Mystery,http://sherlock-holmes-movie.warnerbros.com/,10528,detective scotland yard coffin black magic arrest,en,Sherlock Holmes,57.834787,23-12-2009,524028679,128,Released,Nothing escapes him.,Sherlock Holmes,7,5766,Robert Downey Jr. Jude Law Rachel McAdams Mark Strong Eddie Marsan,Guy Ritchie,24
357,100000000,Drama,http://www.benhurmovie.com/,271969,betrayal vengeance,en,Ben-Hur,29.608322,17-08-2016,94061311,125,Released,First to finish. Last to die.,Ben-Hur,5.3,621,Jack Huston Toby Kebbell Rodrigo Santoro Nazanin Boniadi Ayelet Zurer,Timur Bekmambetov,36
358,120000000,Animation Family Adventure Science Fiction,http://www.disney.com/atlantis,10865,sea atlantis animation underwater sea monster,en,Atlantis: The Lost Empire,51.548589,02-06-2001,186053725,95,Released,Atlantis is waiting...,Atlantis: The Lost Empire,6.7,1224,Michael J. Fox Corey Burton Claudia Christian James Garner John Mahoney,Gary Trousdale,4
359,0,Adventure Animation Comedy Family,http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,258509,chipmunk cgi talking animal aftercreditsstinger duringcreditsstinger,en,Alvin and the Chipmunks: The Road Chip,27.867368,17-12-2015,233755553,92,Released,Fast & furry-ous,Alvin and the Chipmunks: The Road Chip,5.8,428,Jason Lee Justin Long Bella Thorne Matthew Gray Gubler Jesse McCartney,Walt Becker,47
360,75000000,Drama Thriller History War,,2253,berlin suicide bomb assassination resistance,en,Valkyrie,38.832842,25-12-2008,200276000,121,Released,Many saw evil. They dared to stop it.,Valkyrie,6.7,1173,Tom Cruise Carice van Houten Kenneth Branagh Bill Nighy Terence Stamp,Bryan Singer,20
361,90000000,Comedy Action,http://www.youdontmesswiththezohan.com/,10661,new york israel middle east hairdresser ladykiller,en,You Don't Mess with the Zohan,40.597344,05-06-2008,201596308,113,Released,Lather. Rinse. Save the world.,You Don't Mess with the Zohan,5.5,1048,Adam Sandler John Turturro Emmanuelle Chriqui Nick Swardson Lainie Kazan,Dennis Dugan,27
362,88000000,Action Comedy Science Fiction,http://www.pixels-movie.com/,257344,video game nerd alien attack 3d pixels,en,Pixels,140.849495,16-07-2015,243637091,105,Released,Game On.,Pixels,5.6,2513,Adam Sandler Michelle Monaghan Peter Dinklage Josh Gad Kevin James,Chris Columbus,36
363,100000000,Drama Science Fiction Adventure,,644,artificial intelligence prophecy prostitute android loss of mother,en,A.I. Artificial Intelligence,34.035114,29-06-2001,235926552,146,Released,"David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",A.I. Artificial Intelligence,6.8,1974,Haley Joel Osment Frances O'Connor Sam Robards Jake Thomas Jude Law,Steven Spielberg,2
364,90000000,Thriller Fantasy Comedy Family Mystery,,10756,secret passage magic estate agent haunted house family vacation,en,The Haunted Mansion,16.302378,25-11-2003,182290266,99,Released,Check your pulse at the door... if you have one.,The Haunted Mansion,5.2,466,Eddie Murphy Terence Stamp Nathaniel Parker Marsha Thomason Jennifer Tilly,Rob Minkoff,45
365,90000000,Drama Science Fiction Mystery,http://www.warnerbros.com/contact,686,based on novel nasa new mexico extraterrestrial technology prime number,en,Contact,55.249434,11-07-1997,171120329,150,Released,"If it's just us, it seems like an awful waste of space.",Contact,7.2,1308,Jodie Foster Matthew McConaughey James Woods John Hurt Tom Skerritt,Robert Zemeckis,44
366,95000000,Action Science Fiction Thriller,,9383,killing human experimentation scientist invisible man science experiment,en,Hollow Man,28.200874,04-08-2000,190213455,112,Released,What would you do if you knew you couldn't be seen?,Hollow Man,5.6,634,Kevin Bacon Elisabeth Shue Josh Brolin Kim Dickens Rhona Mitra,Paul Verhoeven,16
367,80000000,Crime Thriller,http://www.theinterpretermovie.com/,179,new york dictator africa destruction of a civilization assassination,en,The Interpreter,18.69984,08-04-2005,162944923,128,Released,The truth needs no translation.,The Interpreter,6.2,392,Nicole Kidman Sean Penn Catherine Keener Jesper Christensen Yvan Attal,Sydney Pollack,28
368,90000000,Adventure Family Fantasy,http://www.percyjacksonthemovie.com/us/#!/home,76285,poison hermes poseidon demigod golden fleece,en,Percy Jackson: Sea of Monsters,40.262261,07-08-2013,174578751,106,Released,"Where There Are Gods, There Are Monsters.",Percy Jackson: Sea of Monsters,5.9,1648,Logan Lerman Alexandra Daddario Douglas Smith Leven Rambin Brandon T. Jackson,Thor Freudenthal,47
369,95000000,Action Adventure Fantasy Thriller,,1996,riddle treasure medallion kenia alexander the great,en,Lara Croft Tomb Raider: The Cradle of Life,56.811056,21-07-2003,156505388,117,Released,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418,Angelina Jolie Gerard Butler Noah Taylor Djimon Hounsou Til Schweiger,Jan de Bont,31
370,90000000,Action Adventure Comedy Crime Mystery,http://nowyouseeme.movie,291805,london england china magic secret society vigilante,en,Now You See Me 2,51.535701,02-06-2016,334901337,129,Released,You Haven't Seen Anything Yet,Now You See Me 2,6.7,3235,Jesse Eisenberg Woody Harrelson Mark Ruffalo Dave Franco Morgan Freeman,Jon M. Chu,39
371,68000000,Thriller Action Romance Science Fiction Adventure,,10003,berlin russia gas master thief the saint,en,The Saint,20.913852,03-04-1997,118063304,116,Released,Never reveal your name. Never turn your back. Never surrender your heart.,The Saint,5.9,302,Val Kilmer Elisabeth Shue Rade Serbedzija Henry Goodman Alun Armstrong,Phillip Noyce,18
372,92000000,Action Crime Thriller,,1535,spy china cia cold war,en,Spy Game,27.166757,18-11-2001,143049560,126,Released,It's not how you play the game. It's how the game plays you.,Spy Game,6.8,579,Robert Redford Brad Pitt Catherine McCormack Stephen Dillane Larry Bryggman,Tony Scott,1
373,90000000,Science Fiction,,2067,mars spacecraft space travel alien long take,en,Mission to Mars,16.058284,10-03-2000,60874615,114,Released,Let There Be Life.,Mission to Mars,5.7,369,Gary Sinise Tim Robbins Don Cheadle Connie Nielsen Jerry O'Connell,Brian De Palma,1
374,90000000,Animation Adventure Comedy Family,http://www.riomovies.com/,46195,brazil pet bird musical canary,en,Rio,46.200042,03-04-2011,484635760,96,Released,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,Rio,6.5,2166,Jesse Eisenberg Anne Hathaway Leslie Mann Jane Lynch Will.i.am,Carlos Saldanha,12
375,100000000,Comedy Science Fiction,,2277,android hologram freedom futuristic robot,en,Bicentennial Man,24.939295,17-12-1999,93700000,131,Released,One robot's 200 year journey to become an ordinary man.,Bicentennial Man,6.9,963,Robin Williams Sam Neill Embeth Davidtz Oliver Platt Kiersten Warren,Chris Columbus,45
376,90000000,Science Fiction Action Drama Thriller,,10357,subway lava volcano volcanologist los angeles,en,Volcano,19.836124,25-04-1997,0,104,Released,The coast is toast,Volcano,5.2,376,Tommy Lee Jones Anne Heche Gaby Hoffmann Don Cheadle Joshua Fardon,Mick Jackson,34
377,90000000,Crime Thriller Drama,,4477,new york terrorist anonymity northern ireland,en,The Devil's Own,15.350451,12-03-1997,140807547,107,Released,"They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.",The Devil's Own,,290,Harrison Ford Brad Pitt Margaret Colin Rub\u00e9n Blades Treat Williams,Alan J. Pakula,36
378,100000000,Drama History Thriller,,8665,submarine soviet union core melt north atlantic nuclear,en,K-19: The Widowmaker,15.625949,19-07-2002,35168966,138,Released,Fate has found its hero.,K-19: The Widowmaker,6.1,264,Harrison Ford Liam Neeson Peter Sarsgaard Joss Ackland John Shrapnel,Kathryn Bigelow,9
379,20000000,Adventure Fantasy Action,,9387,gladiator repayment despot barbarian sword and sorcery,en,Conan the Barbarian,31.802807,02-04-1982,79114085,129,Released,Thief. Warrior. Gladiator. King.,Conan the Barbarian,6.6,650,Arnold Schwarzenegger James Earl Jones Max von Sydow Sandahl Bergman Cassandra Gava,John Milius,4
380,88000000,Romance Drama History,http://www.cinderellamanmovie.com/index.php,921,transporter netherlands world cup socially deprived family family's daily life,en,Cinderella Man,24.100863,02-06-2005,108539911,144,Released,One man's extraordinary fight to save the family he loved.,Cinderella Man,7.3,616,Russell Crowe Ren\u00e9e Zellweger Paul Giamatti Craig Bierko Paddy Considine,Ron Howard,21
381,90000000,Fantasy Action Family,http://www.nutcrackerin3d.com/,49852,,en,The Nutcracker: The Untold Story,3.593349,24-11-2010,16178959,110,Released,,The Nutcracker: The Untold Story,5.4,50,Elle Fanning Nathan Lane John Turturro Frances de la Tour Charlie Rowe,Andrei Konchalovsky,15
382,87000000,Drama History,http://www.seabiscuitmovie.com/,4464,horse race american dream racehorse great depression,en,Seabiscuit,14.824166,22-07-2003,148336445,141,Released,The hopes of a nation rode on a long shot.,Seabiscuit,6.7,216,Jeff Bridges David McCullough Chris Cooper Tobey Maguire Elizabeth Banks,Gary Ross,24
383,92000000,Action Adventure Drama,,664,wife husband relationship tornado twister oklahoma metereologist,en,Twister,32.079995,10-05-1996,494471524,113,Released,The Dark Side of Nature.,Twister,6.1,950,Helen Hunt Bill Paxton Cary Elwes Jami Gertz Philip Seymour Hoffman,Jan de Bont,10
384,90000000,Adventure Drama,,8358,exotic island suicide attempt volleyball loneliness airplane crash,en,Cast Away,57.739713,22-12-2000,429632142,143,Released,"At the edge of the world, his journey begins.",Cast Away,7.5,3218,Tom Hanks Helen Hunt Chris Noth Paul Sanchez Lari White,Robert Zemeckis,18
385,100000000,Animation Comedy,http://www.warnerbros.com/happy-feet,9836,ocean fish zoo penguin tap dancing,en,Happy Feet,37.272385,16-11-2006,384335608,108,Released,WARNING: May Cause Toe-Tapping.,Happy Feet,5.9,1410,Elijah Wood Robin Williams Brittany Murphy Hugh Jackman Nicole Kidman,George Miller,1
