index,budget,genres,homepage,id,keywords,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,cast,director,userId
2914,11000000,Drama Romance War,,907,love triangle nurse suicide attempt loss of family world war i,en,Doctor Zhivago,12.854853,22-12-1965,111858363,197,Released,"Turbulent were the times and fiery was the love story of Zhivago, his wife and the passionate, tender Lara.",Doctor Zhivago,7.4,247,Omar Sharif Julie Christie Geraldine Chaplin Rod Steiger Alec Guinness,David Lean,34
2915,0,Adventure Crime Drama Thriller,,206563,brazilian drama thriller,pt,Trash,14.637357,09-10-2014,0,112,Released,You never know what you might find,Trash,7.1,242,Rickson Tevez Eduardo Luis Gabriel Weinstein Rooney Mara Selton Mello,Stephen Daldry,21
2916,0,Comedy Drama Family Music Romance,http://disney.go.com/disneypictures/highschoolmusical3,11887,musical music high school coming of age teenager,en,High School Musical 3: Senior Year,21.801188,22-10-2008,0,116,Released,,High School Musical 3: Senior Year,6.2,821,Zac Efron Vanessa Hudgens Ashley Tisdale Lucas Grabeel Corbin Bleu,Kenny Ortega,26
2917,25000000,Drama,http://www.thefightermovie.com,45317,sport irish american documentary crew lowell massachusetts blue collar worker,en,The Fighter,31.019381,17-12-2010,93617009,116,Released,Every dream deserves a fighting chance.,The Fighter,7.2,1486,Mark Wahlberg Christian Bale Amy Adams Melissa Leo Mickey O'Keefe,David O. Russell,4
2918,11000000,Action Comedy Documentary,,12094,wound disgust pain stunts stuntman,en,Jackass Number Two,11.227087,22-09-2006,72778712,95,Released,Guess who just made number two?,Jackass Number Two,6.4,298,Johnny Knoxville Bam Margera Steve-O Chris Pontius Ryan Dunn,Jeff Tremaine,19
2919,11000000,Comedy Drama,,10377,prison southern usa suspicion cousin court,en,My Cousin Vinny,19.231507,13-03-1992,64088552,120,Released,"Truth, Justice and the Gambini Way",My Cousin Vinny,7.3,384,Joe Pesci Ralph Macchio Marisa Tomei Mitchell Whitfield Fred Gwynne,Jonathan Lynn,1
2920,11000000,Drama,,249164,coma musician teenage girl car accident teenager,en,If I Stay,31.162838,21-08-2014,78874843,106,Released,Live for Love.,If I Stay,7.3,1368,Chlo\u00eb Grace Moretz Jamie Blackley Liana Liberato Mireille Enos Stacy Keach,R.J. Cutler,1
2921,12000000,Action Comedy Crime,,256092,,en,Drive Hard,3.94487,26-05-2014,0,96,Released,One Hell of A Ride,Drive Hard,3.9,74,Thomas Jane John Cusack Zoe Ventoura Damien Garvey Christopher Morris,Brian Trenchard-Smith,41
2922,11000000,Comedy,,9942,baseball sport sabotage sombrero baseball field,en,Major League,7.559192,16-02-1989,49797148,107,Released,A comedy with bats and balls.,Major League,6.6,217,Tom Berenger Charlie Sheen Corbin Bernsen Margaret Whitton James Gammon,David S. Ward,5
2923,0,Comedy Family Science Fiction,http://www.sttriniansmovie.co.uk/,10748,solidarity snake exhibit musical shenanigan,en,St. Trinian's,7.377587,21-12-2007,0,101,Released,Taking higher education to a new low.,St. Trinian's,5.6,142,Talulah Riley Rupert Everett Gemma Arterton Colin Firth Lena Headey,Barnaby Thompson,37
2924,13000000,Thriller Drama,,1817,terrorist phone booth psychopath,en,Phone Booth,38.018085,09-09-2002,97837138,81,Released,No options. No lies. No fear. No deals. Just keep talking.,Phone Booth,6.7,1062,Colin Farrell Kiefer Sutherland Forest Whitaker Radha Mitchell Katie Holmes,Joel Schumacher,38
2925,11000000,Drama Romance,http://www2.warnerbros.com/walktoremember/main.html,10229,based on novel theatre group north carolina theatre milieu high school,en,A Walk to Remember,33.283554,25-01-2002,41227069,101,Released,She didn't belong. She was misunderstood. And she would change him forever.,A Walk to Remember,7.5,1018,Mandy Moore Shane West Peter Coyote Daryl Hannah Lauren German,Adam Shankman,37
2926,11000000,Drama,,687,prison rape socially deprived family penalty death penalty,en,Dead Man Walking,15.864928,29-12-1995,39363635,122,Released,,Dead Man Walking,7.3,337,Susan Sarandon Sean Penn Robert Prosky Raymond J. Barry R. Lee Ermey,Tim Robbins,39
2927,10500000,Drama Romance Thriller,,796,upper class sexual obsession sex bet sadistic,en,Cruel Intentions,23.449703,05-03-1999,75902208,97,Released,"In the game of seduction, There is only one rule: Never fall in love.",Cruel Intentions,6.6,827,Sarah Michelle Gellar Ryan Phillippe Reese Witherspoon Selma Blair Louise Fletcher,Roger Kumble,5
2928,11000000,Horror Mystery,http://www.saw6film.com/,22804,aftercreditsstinger,en,Saw VI,31.900899,22-10-2009,68233629,90,Released,The Game Has Come Full Circle,Saw VI,6,722,Tobin Bell Costas Mandylor Betsy Russell Mark Rolston Peter Outerbridge,Kevin Greutert,32
2929,11000000,Comedy,,10156,moses roman empire musical stone age music,en,History of the World: Part I,14.282314,12-06-1981,31672907,92,Released,"Ten million years in the making. The truth, the whole truth, and everything, but the truth!",History of the World: Part I,6.5,204,Mel Brooks Dom DeLuise Madeline Kahn Harvey Korman Cloris Leachman,Mel Brooks,17
2930,11000000,Adventure,http://www.foxsearchlight.com/thesecretlifeofbees/,12837,woman director,en,The Secret Life of Bees,7.645979,17-09-2008,38105395,114,Released,"Bring Your Girlfriends, Sisters, Mothers and Daughters.",The Secret Life of Bees,7.4,158,Dakota Fanning Queen Latifah Jennifer Hudson Sophie Okonedo Alicia Keys,Gina Prince-Bythewood,38
2931,11000000,Action Comedy Crime,,17708,,en,Corky Romano,3.495758,12-10-2001,23978402,86,Released,Undercover and Out The Way!,Corky Romano,4.1,54,Chris Kattan Vinessa Shaw Peter Falk Peter Berg Chris Penn,Rob Pritts,31
2932,12000000,Drama Horror Thriller Crime,,13937,,en,Raising Cain,7.558959,07-08-1992,37170057,91,Released,Demented. Deranged. Deceptive. De Palma.,Raising Cain,5.9,65,John Lithgow Lolita Davidovich Steven Bauer Frances Sternhagen Gregg Henry,Brian De Palma,
2933,11,Drama Action,,28932,,en,F.I.S.T.,3.375208,26-04-1978,11,145,Released,,F.I.S.T.,6.4,29,Sylvester Stallone Rod Steiger Peter Boyle Melinda Dillon David Huffman,Norman Jewison,6
2934,12000000,Science Fiction,,31909,space invasion remake alien invasion,en,Invaders from Mars,4.234269,01-01-1986,4884663,100,Released,Their conquest has already begun... He know they're here.,Invaders from Mars,5.5,57,Karen Black Hunter Carson Timothy Bottoms Laraine Newman James Karen,Tobe Hooper,14
2935,11000000,Drama Romance,http://www.foxsearchlight.com/brooklyn/,167073,love triangle based on novel homesickness vororte ship,en,Brooklyn,39.337949,20-10-2015,62076141,111,Released,"Two countries, two loves, one heart",Brooklyn,7.2,1213,Saoirse Ronan Domhnall Gleeson Emory Cohen Jim Broadbent Julie Walters,John Crowley,33
2936,11000000,Drama Romance War,,3175,palace british army fencing epic debt,en,Barry Lyndon,29.543331,18-12-1975,20000000,184,Released,At long last Redmond Barry became a gentleman - and that was his tragedy.,Barry Lyndon,7.7,505,Ryan O'Neal Marisa Berenson Hardy Kr\u00fcger Diana K\u00f6rner Frank Middlemass,Stanley Kubrick,19
2937,24000000,Comedy,,14369,manager alcohol races mountains gondola,en,Out Cold,4.12064,21-11-2001,14782676,89,Released,"They haven't quite figured it all out, but they're getting a little warmer.",Out Cold,5.8,53,Jason London Lee Majors Zach Galifianakis Victoria Silvstedt David Koechner,Brendan Malloy,14
2938,24000000,Comedy,,16888,female nudity tattoo radio cheat on husband eating contest,en,The Ladies Man,2.259537,13-10-2000,13700000,84,Released,He's cool. He's clean. He's a love machine.,The Ladies Man,5.7,34,Tim Meadows Karyn Parsons Billy Dee Williams John Witherspoon Jill Talley,Reginald Hudlin,32
2939,11000000,Drama Comedy Romance,,121826,musician concert retired,en,Quartet,7.722021,08-09-2012,59520298,98,Released,Four Friends Looking For A Little Harmony,Quartet,6.3,139,Maggie Smith Tom Courtenay Billy Connolly Pauline Collins Michael Gambon,Dustin Hoffman,32
2940,11000000,Comedy Romance,,10646,compulsive gambling roulette stag night group of friends,en,Tomcats,7.063053,30-03-2001,23430766,95,Released,The Last Man Standing Gets The Kitty.,Tomcats,4.9,74,Jerry O'Connell Shannon Elizabeth Jake Busey Horatio Sanz Bernie Casey,Gregory Poirier,28
2941,11000000,Drama Thriller Crime,,12149,angel sheriff loss of mother 1970s texas,en,Frailty,16.003958,17-11-2001,13110448,100,Released,No Soul Is Safe.,Frailty,7,334,Bill Paxton Matthew McConaughey Powers Boothe Matt O'Leary Jeremy Sumpter,Bill Paxton,4
2942,11000000,Drama,http://womaningoldmovie.com/,304357,nazis based on true story art stolen painting,en,Woman in Gold,21.204929,10-04-2015,61619773,120,Released,Justice is priceless.,Woman in Gold,7.3,440,Helen Mirren Ryan Reynolds Tatiana Maslany Katie Holmes Max Irons,Simon Curtis,29
2943,0,Drama,,11184,free love sex sexuality indiana professor,en,Kinsey,6.799314,04-09-2004,0,118,Released,Let's talk about sex,Kinsey,6.6,131,Liam Neeson Laura Linney Chris O'Donnell Peter Sarsgaard Timothy Hutton,Bill Condon,42
2944,11000000,Fantasy Horror Comedy,,766,prophecy witch swordplay supermarket castle,en,Army of Darkness,33.758281,09-10-1992,0,81,Released,Trapped in time. Surrounded by evil. Low on gas.,Army of Darkness,7.3,838,Bruce Campbell Embeth Davidtz Marcus Gilbert Ian Abercrombie Richard Grove,Sam Raimi,3
2945,14000000,Comedy Romance,,20009,male nudity drug abuse job interview eavesdropping fall,en,Slackers,9.371811,01-02-2002,6413915,86,Released,When all else fails... cheat.,Slackers,5.4,60,Jason Segel Devon Sawa Jason Schwartzman Jaime King Cameron Diaz,Dewey Nicks,15
2946,11000000,Romance Drama,,1587,brother brother relationship mentally disabled iowa widow dysfunctional family,en,What's Eating Gilbert Grape,33.282794,17-12-1993,30000000,118,Released,A film about the love you find...In the last place you look.,What's Eating Gilbert Grape,7.5,919,Johnny Depp Leonardo DiCaprio Juliette Lewis Darlene Cates Mary Steenburgen,Lasse Hallstr\u00f6m,39
2947,10000000,Drama History,,30973,miracle jesus christ last supper bible christian,en,The Visual Bible: The Gospel of John,3.208172,11-09-2003,4069090,125,Released,For God loved the world So much...,The Visual Bible: The Gospel of John,8.2,12,Christopher Plummer Henry Ian Cusick Stuart Bunce Daniel Kash Stephen Russell,Philip Saville,36
2948,11000000,Crime Drama,,11109,england mother role women's prison police neighbor,en,Vera Drake,4.131918,22-10-2004,0,125,Released,Wife. Mother. Criminal.,Vera Drake,6.8,80,Imelda Staunton Sally Hawkins Richard Graham Eddie Marsan Anna Keaveney,Mike Leigh,33
2949,0,Comedy Romance,,9027,sex indian lead dancing master new love porn actor,en,The Guru,4.093288,21-08-2002,0,91,Released,"When he talks, women listen.",The Guru,5.1,75,Jimi Mistry Heather Graham Marisa Tomei Michael McKean Dash Mihok,Daisy von Scherler Mayer,16
2950,11000000,Comedy Drama Romance,,63020,immigration independent film woman director political prisoner cuban refugees,en,The Perez Family,1.187671,12-05-1995,2832826,113,Released,"On the way to finding a family, she found love.",The Perez Family,6.6,9,Marisa Tomei Alfred Molina Anjelica Huston Chazz Palminteri Trini Alvarado,Mira Nair,11
2951,11000000,Drama Music,http://www.cbsfilms.com/inside-llewyn-davis/,86829,folk music performance aspiring singer new york city recording,en,Inside Llewyn Davis,36.319205,06-10-2013,32935319,105,Released,,Inside Llewyn Davis,7.2,834,Oscar Isaac Carey Mulligan Justin Timberlake Jerry Grayson Robin Bartlett,Joel Coen,3
2952,0,Drama Romance Thriller,,11065,sex jealousy girlfriend high school columbine,en,O,4.146752,31-08-2001,16017403,95,Released,Trust. Seduction. Betrayal.,O,5.8,75,Mekhi Phifer Josh Hartnett Andrew Keegan Julia Stiles Martin Sheen,Tim Blake Nelson,34
2953,11000000,Drama Adventure Romance,,13888,island marooned pacific island teenager deserted island,en,Return to the Blue Lagoon,9.705589,02-08-1991,2807854,98,Released,"Return to the Romance, Return to the Adventure...",Return to the Blue Lagoon,5.1,153,Milla Jovovich Brian Krause Lisa Pelikan Courtney Barilla Garette Ratliff Henson,William A. Graham,31
2954,11000000,Drama History,,42345,pennsylvania miner coal mining coal mine pennsylvania coal miner,en,The Molly Maguires,1.396985,27-01-1970,2200000,124,Released,,The Molly Maguires,5.9,16,Sean Connery Samantha Eggar Richard Harris Frank Finlay Anthony Zerbe,Martin Ritt,7
2955,0,Comedy Music Romance,,13994,infidelity lovers working class new york city,en,Romance & Cigarettes,4.056774,13-09-2005,2945242,105,Released,,Romance & Cigarettes,6,33,James Gandolfini Susan Sarandon Kate Winslet Steve Buscemi Mandy Moore,John Turturro,46
2956,11000000,Drama,,1590,beethoven woman director,en,Copying Beethoven,5.062687,10-09-2006,0,104,Released,,Copying Beethoven,6.2,42,Ed Harris Diane Kruger Matthew Goode Phyllida Law Ralph Riach,Agnieszka Holland,36
2957,0,Drama Thriller Crime,http://brightonrockmovie.com/,62728,waitress riot gang war nightmare prayer,en,Brighton Rock,3.122152,13-09-2010,0,111,Released,Love. Murder. Revenge.,Brighton Rock,5.6,35,Andy Serkis Helen Mirren John Hurt Sam Riley Andrea Riseborough,Rowan Joffe,18
2958,10800000,Horror Thriller Crime,,11917,blood splatter serial killer pig mask nazi jigsaw,en,Saw V,32.943848,23-10-2008,113857533,92,Released,You Won't Believe How It Ends,Saw V,5.9,820,Tobin Bell Costas Mandylor Scott Patterson Betsy Russell Mark Rolston,David Hackl,1
2959,0,Drama Action Thriller Crime Foreign,,45138,mobster,it,Gli intoccabili,0.700127,01-04-1969,0,116,Released,Even the Mafia Calls Him Mister!,Machine Gun McCain,7.3,6,John Cassavetes Britt Ekland Peter Falk Gabriele Ferzetti Margherita Guzzinati,Giuliano Montaldo,46
2960,11000000,Drama Comedy Romance,,80271,coming of age mother daughter relationship teen movie teenager based on film,en,LOL,31.763201,10-02-2012,0,97,Released,"You can change your status, but not your heart.",LOL,5.9,881,Miley Cyrus Demi Moore Douglas Booth Ashley Greene Ashley Hinshaw,Lisa Azuelos,3
2961,0,Crime Drama Mystery Thriller,http://www.sonyclassics.com/jindabyne/,4657,small town fishing male friendship australia marriage crisis,en,Jindabyne,8.950864,20-07-2006,0,123,Released,Under the surface of every life lies a mystery,Jindabyne,5.7,25,Laura Linney Gabriel Byrne Deborra-Lee Furness John Howard Leah Purcell,Ray Lawrence,32
2962,7400000,Drama Romance,,14395,adultery extramarital affair,hi,à¤•à¤­à¥€ à¤…à¤²à¤µà¤¿à¤¦à¤¾ à¤¨à¤¾ à¤•à¤¹à¤¨à¤¾,3.246903,11-08-2006,17000000,193,Released,A Love.... That Broke All Relationships,Kabhi Alvida Naa Kehna,6.1,42,Shah Rukh Khan Rani Mukerji Preity Zinta Abhishek Bachchan Amitabh Bachchan,Karan Johar,4
2963,14000000,Drama Comedy Romance,,24137,,en,An Ideal Husband,4.519523,15-04-1999,18535191,97,Released,He just doesn't know it yet.,An Ideal Husband,6.3,46,Cate Blanchett Minnie Driver Rupert Everett Julianne Moore Jeremy Northam,Oliver Parker,26
2964,0,Science Fiction Thriller Horror,,190847,mars science fiction zombie,en,The Last Days on Mars,18.764453,11-08-2013,0,98,Released,The search for life is about to end.,The Last Days on Mars,5.2,302,Liev Schreiber Romola Garai Elias Koteas Olivia Williams Johnny Harris,Ruairi Robinson,43
2965,0,Horror,http://www.miramax.com/movie/darkness,11056,loss of child solar eclipse haunted house family psychopathy,en,Darkness,6.340135,02-10-2002,0,102,Released,A house. A past. A secret. Will you dare enter?,Darkness,5.6,112,Anna Paquin Lena Olin Iain Glen Giancarlo Giannini Fele Mart\u00ednez,Jaume Balaguer\u00f3,6
2966,10500000,Science Fiction Mystery Adventure,,62,moon jupiter artificial intelligence man vs machine technology,en,2001: A Space Odyssey,86.201184,10-04-1968,68700000,149,Released,An epic drama of adventure and exploration,2001: A Space Odyssey,7.9,2998,Keir Dullea Gary Lockwood William Sylvester Douglas Rain Daniel Richter,Stanley Kubrick,29
2967,10500000,Science Fiction Adventure Family Fantasy,http://www.et20.com/,601,farewell homesickness nasa extraterrestrial technology operation,en,E.T. the Extra-Terrestrial,56.105798,03-04-1982,792910554,115,Released,He is afraid. He is alone. He is three million light years from home.,E.T. the Extra-Terrestrial,7.3,3269,Henry Thomas Drew Barrymore Robert MacNaughton Dee Wallace Peter Coyote,Steven Spielberg,1
2968,10000000,Romance Comedy Drama,http://www.warnerbros.com/land-women,13067,infidelity party love cancer neighbor,en,In the Land of Women,12.792446,16-04-2007,17500000,97,Released,Get ready to fall,In the Land of Women,5.8,160,Meg Ryan Kristen Stewart Adam Brody JoBeth Williams Olympia Dukakis,Jon Kasdan,39
2969,0,Adventure Drama Family,,25379,rain butterfly rainforest woman director insects,en,The Blue Butterfly,1.985552,20-02-2004,0,97,Released,,The Blue Butterfly,6.8,6,Marc Donato Pascale Bussi\u00e8res William Hurt Raoul Max Trujillo Steve Adams,L\u00e9a Pool,17
2970,10500000,Drama Comedy,,88641,,en,There Goes My Baby,0.037073,02-09-1994,123509,99,Released,,There Goes My Baby,8.5,2,Dermot Mulroney Ricky Schroder Kelli Williams Noah Wyle Lucy Deakins,Floyd Mutrux,31
2971,0,Drama Comedy Romance Foreign,http://housefull.erosentertainment.com/,58051,,hi,Housefull,0.12082,30-04-2010,0,135,Released,"He found the girl of his dreams, he fell in love and he got married... to all three.",Housefull,5.2,29,Akshay Kumar Ritesh Deshmukh Deepika Padukone Lara Dutta Jiah Khan,Sajid Khan,4
2972,11000000,Drama Action History Western Romance,,14877,,en,September Dawn,3.646848,17-05-2007,0,110,Released,,September Dawn,5,16,Jon Voight Tamara Hope Trent Ford Lolita Davidovich Dean Cain,Christopher Cain,29
2973,12000000,History Drama,http://www.cristiadafilm.com/,96399,duringcreditsstinger,en,For Greater Glory - The True Story of Cristiada,5.759545,01-06-2012,9622846,145,Released,The True Story of Cristiada,For Greater Glory - The True Story of Cristiada,6.4,35,Eva Longoria Andy Garc\u00eda Oscar Isaac Peter O'Toole Rub\u00e9n Blades,Dean Wright,
2974,11000000,Comedy Drama Music,,304410,deafness music coming of age teenage girl singing,fr,La Famille BÃ©lier,25.302978,17-12-2014,0,105,Released,,The BÃ©lier Family,7,766,Louane Emera Karin Viard Fran\u00e7ois Damiens Eric Elmosnino Roxane Duran,Eric Lartigau,38
2975,10000000,Drama,http://www.miramax.com/movie/good-will-hunting,489,baseball boston professor m.i.t. harvard university,en,Good Will Hunting,43.734886,05-12-1997,225933435,126,Released,"Some people can never believe in themselves, until someone believes in them.",Good Will Hunting,7.9,2811,Robin Williams Matt Damon Ben Affleck Stellan Skarsg\u00e5rd Minnie Driver,Gus Van Sant,16
2976,11000000,Drama Thriller,,373314,,en,Misconduct,10.016909,05-02-2016,0,106,Released,Ambition can be deadly,Misconduct,5.3,149,Josh Duhamel Alice Eve Malin \u00c5kerman Lee Byung-hun Julia Stiles,Shintaro Shimosawa,16
2977,10000000,Horror Thriller Crime,,214,brain tumor nudity suffocation mutilation severed foot,en,Saw III,33.124871,27-10-2006,163876815,108,Released,Suffering? You Haven't Seen Anything Yet...,Saw III,6.1,1071,Tobin Bell Shawnee Smith Angus Macfadyen Bahar Soomekh Dina Meyer,Darren Lynn Bousman,9
2978,10000000,Action Comedy,,10890,date ex-girlfriend u.s. army military spoof,en,Stripes,10.892398,25-06-1981,85300000,106,Released,The story of a man who wanted to keep the world safe for democracy...and meet girls.,Stripes,6.5,249,Bill Murray Harold Ramis Warren Oates P.J. Soles Sean Young,Ivan Reitman,36
2979,28000000,Comedy,https://www.uphe.com/movies/bring-it-on,1588,cheerleader sport high school teenage girl cheerleading,en,Bring It On,14.754281,25-08-2000,90449929,98,Released,May the best moves win.,Bring It On,5.8,568,Kirsten Dunst Jesse Bradford Eliza Dushku Gabrielle Union Huntley Ritter,Peyton Reed,25
2980,10000000,Action Horror Thriller,http://www.purgeelectionyear.com,316727,dystopia sequel legalized murder,en,The Purge: Election Year,53.727146,29-06-2016,118587880,105,Released,Keep America great,The Purge: Election Year,6.1,1306,Elizabeth Mitchell Frank Grillo Mykelti Williamson Edwin Hodge Raymond J. Barry,James DeMonaco,1
2981,10000000,Comedy Romance,,10314,tv star jeep volleyball misfit teen angst,en,She's All That,8.9876,29-01-1999,103166989,95,Released,These two opposites attract... but EVERYONE'S trying to keep them apart!,She's All That,5.7,418,Freddie Prinze Jr. Rachael Leigh Cook Matthew Lillard Paul Walker Jodi Lyn O'Keefe,Robert Iscove,19
2982,10000000,Horror Thriller Crime,http://movies.break.com/saw4/,663,ice victim pain games psychopath,en,Saw IV,29.244768,25-10-2007,139352633,93,Released,You think it is over...but the games have just begun,Saw IV,5.9,903,Tobin Bell Scott Patterson Costas Mandylor Betsy Russell Lyriq Bent,Darren Lynn Bousman,49
2983,10000000,Drama Horror Thriller,,11804,wheelchair time voice inspector supernatural,en,White Noise,14.447723,07-01-2005,91196419,101,Released,The line separating the living from the dead has been crossed.,White Noise,5.6,261,Michael Keaton Chandra West Deborah Kara Unger Ian McNeice Keegan Connor Tracy,Geoffrey Sax,27
2984,6000000,Drama Comedy Romance,,16781,spanking based on play,en,Madea's Family Reunion,5.882208,24-02-2006,57231524,110,Released,,Madea's Family Reunion,6,77,Tyler Perry Blair Underwood Lynn Whitfield Boris Kodjoe Lisa Arrindell,Tyler Perry,35
2985,13800000,Drama,,11873,bar billard talent hustler sport,en,The Color of Money,17.3393,07-10-1986,52293982,119,Released,The Hustler isn't what he used to be. But he has the next best thing. A kid who is.,The Color of Money,6.7,291,Paul Newman Tom Cruise Mary Elizabeth Mastrantonio Helen Shaver John Turturro,Martin Scorsese,22
2986,10000000,Action Drama History War,,9289,world war ii normandy allied widerstand steel helmet,en,The Longest Day,19.524972,25-09-1962,50100000,178,Released,This is the day that changed the world... When history held its breath.,The Longest Day,7.2,234,Eddie Albert Paul Anka Arletty Jean-Louis Barrault Richard Beymer,Bernhard Wicki,25
2987,10000000,Comedy Family,,10414,sports team sport ice hockey hockey game winning,en,The Mighty Ducks,8.932837,01-10-1992,50752337,101,Released,They can't skate. They can't win. They can't be serious.,The Mighty Ducks,6.4,198,Emilio Estevez Joss Ackland Lane Smith Heidi Kling Josef Sommer,Stephen Herek,24
2988,10000000,Horror Mystery Thriller,,1970,male nudity nurse japanese house remake,en,The Grudge,35.695442,22-10-2004,183474602,92,Released,It never forgives. It never forgets.,The Grudge,5.8,865,Sarah Michelle Gellar Jason Behr Clea DuVall Bill Pullman William Mapother,Takashi Shimizu,22
2989,12000000,Comedy,,9614,loss of mother loss of father golf sport taxes,en,Happy Gilmore,26.598884,16-02-1996,41205099,92,Released,He doesn't play golf... he destroys it.,Happy Gilmore,6.5,755,Adam Sandler Ben Stiller Christopher McDonald Julie Bowen Frances Bay,Dennis Dugan,6
2990,10000000,Horror Thriller,,8922,mass murder song brother sister aftercreditsstinger,en,Jeepers Creepers,23.316208,01-07-2001,59217789,90,Released,Whatâ€™s eating you?,Jeepers Creepers,6.1,720,Gina Philips Justin Long Jonathan Breck Patricia Belcher Eileen Brennan,Victor Salva,29
2991,10000000,Adventure Comedy Science Fiction,http://www.billandted.org/,1648,jealousy journey in the past sigmund freud time travel heavy metal,en,Bill & Ted's Excellent Adventure,25.929893,17-02-1989,40485039,90,Released,History is about to be rewritten by two guys who can't spell.,Bill & Ted's Excellent Adventure,6.7,454,Keanu Reeves Alex Winter George Carlin Dan Shor Hal Landon Jr.,Stephen Herek,3
2992,10000000,Drama Family Music,,17917,pickpocket musical victorian england orphan,en,Oliver!,8.305998,26-09-1968,37402877,153,Released,Much Much More Than a Musical!,Oliver!,7,103,Ron Moody Shani Wallis Oliver Reed Harry Secombe Mark Lester,Carol Reed,12
2993,10000000,Drama Comedy,http://www.foxsearchlight.com/thebestexoticmarigoldhotel/,74534,hotel based on novel india ensemble cast elderly,en,The Best Exotic Marigold Hotel,21.258991,28-11-2011,136836156,124,Released,Share the journey. Share the laughter.,The Best Exotic Marigold Hotel,6.9,459,Bill Nighy Maggie Smith Tom Wilkinson Judi Dench Dev Patel,John Madden,47
2994,10000000,Science Fiction Animation Comedy Family,,19405,holiday elementary school friends based on tv series summer,en,Recess: School's Out,5.699058,27-01-2001,44460850,83,Released,Saving The World One Playground At A Time,Recess: School's Out,6.6,67,Rickey D'Shon Collins Jason Davis Ashley Johnson Courtland Mead Pamela Adlon,Chuck Sheetz,8
2995,12305523,Action Adventure Science Fiction,,9355,arena sandstorm dystopia oasis sequel,en,Mad Max Beyond Thunderdome,36.582038,29-06-1985,36230219,107,Released,Two men enter. One man leaves.,Mad Max Beyond Thunderdome,5.9,748,Mel Gibson Tina Turner Bruce Spence Helen Buday Angelo Rossitto,George Miller,26
2996,10000000,Action Adventure Thriller,,10999,kidnapping lone wolf daughter father rescue mission,en,Commando,34.224204,03-10-1985,57500000,90,Released,Somewhere... somehow... someone's going to pay.,Commando,6.4,742,Arnold Schwarzenegger Rae Dawn Chong Dan Hedaya Vernon Wells James Olson,Mark L. Lester,9
2997,10000000,Horror Mystery Thriller,http://theboymovie.tumblr.com/,321258,suicide england fire country house shower,en,The Boy,38.179483,22-01-2016,64188367,97,Released,Every child needs to feel loved.,The Boy,5.8,1102,Lauren Cohan Rupert Evans James Russell Jim Norton Diana Hardcastle,William Brent Bell,38
2998,10000000,Horror Mystery Thriller,http://www.thenightchronicles.com/devil/,44040,claustrophobia trapped in an elevator,en,Devil,30.934688,13-01-2010,33583175,80,Released,Bad Things Happen For A Reason,Devil,5.8,816,Chris Messina Jacob Vargas Bojana Novakovi\u0107 Logan Marshall-Green Bokeem Woodbine,John Erick Dowdle,11
2999,20000000,Comedy,,10426,guard shopping mall thief drug,en,Friday After Next,7.499639,22-11-2002,33526835,85,Released,The party's back in the 'hood!,Friday After Next,6,100,Ice Cube Mike Epps John Witherspoon Don Curry Anna Maria Horsford,Marcus Raboy,17
3000,10000000,Drama Horror Thriller,,280092,sequel,en,Insidious: Chapter 3,45.946524,04-06-2015,104303851,97,Released,This is how you die,Insidious: Chapter 3,6.2,983,Dermot Mulroney Stefanie Scott Lin Shaye Leigh Whannell Angus Sampson,Leigh Whannell,36
3001,10000000,Action Adventure Comedy,,13938,martial arts pizzeria limousine music,en,The Last Dragon,4.928777,22-03-1985,25754284,108,Released,His family thinks he's crazy. His enemies think he's no challenge. But she knows he's THE LAST DRAGON.,The Last Dragon,6.4,69,Taimak Julius Carry Vanity Christopher Murney Faith Prince,Michael Schultz,34
3002,10000000,Horror Thriller Science Fiction,,10163,dream chimp manipulation botanist virtual reality,en,The Lawnmower Man,10.125029,05-03-1992,32101000,108,Released,God made him simple. Science made him a god.,The Lawnmower Man,5.4,197,Jeff Fahey Pierce Brosnan Jenny Wright Mark Bringelson Geoffrey Lewis,Brett Leonard,6
3003,9000000,Comedy Music Romance,,12182,concert teenager one night based on young adult novel secret location,en,Nick and Norah's Infinite Playlist,20.452449,03-10-2008,32973937,89,Released,Every night has a soundtrack.,Nick and Norah's Infinite Playlist,6.4,379,Michael Cera Kat Dennings Aaron Yoo Alexis Dziena Ari Graynor,Peter Sollett,49
3004,10000000,Fantasy Comedy Adventure,http://www.dogma-movie.com/,,angel wisconsin church service church aftercreditsstinger,en,Dogma,14.543435,12-11-1999,30652890,130,Released,It can be Hell getting into Heaven,Dogma,6.8,823,Ben Affleck Matt Damon Linda Fiorentino Jason Mewes Chris Rock,Kevin Smith,28
3005,10000000,Comedy Drama,,9034,tattoo rock star groupie past family,en,The Banger Sisters,6.015354,20-09-2002,0,98,Released,Some friendships last forever... like it or not.,The Banger Sisters,5.5,62,Goldie Hawn Susan Sarandon Geoffrey Rush Erika Christensen Robin Thomas,Bob Dolman,46
